From_Date, region_id, region_name, Company_Id, Company_Name, profitcenter_id, Profitcenter_Name, usr_Id, Level, STATUS, Total Sales, Credit App#, Sales$-Fin, Avg Ticket Sale, BEDDING SALES, Protection SALES, DELIVERY SALES, Drop Ship Ticket, UPS, Postive Sales, Actual_PrevYear, LastYearSales, Traffic Count, Traffic Count PrevYear, Sales YOY, Gross Margin, Effective Margin, $ Discount, Apps to Traffic, SPG, Sales Count, Avg Item Count, Finance Avg Ticket, Non Fin Avg Ticket, UPS Closing Rate, Traffic YOY
05/05/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,8259.77,4.00,3338.81,2784.94,1391.22,NULL,NULL,NULL,NULL,8749.75,2.00,NULL,30.00,38.00,NULL,54.85,54.74,2665.71,13.33,275.33,9.00,3.22,509.81,812.99,0.00,-21.05
05/06/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,7002.83,0.00,529.04,2675.12,0.00,NULL,NULL,NULL,NULL,5532.93,0.00,NULL,21.00,12.00,NULL,45.98,45.80,3296.59,0.00,333.47,7.00,3.00,105.81,700.56,0.00,75.00
05/07/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,2025.76,0.00,599.99,815.08,599.00,NULL,NULL,NULL,NULL,2025.76,0.00,NULL,15.00,20.00,NULL,31.32,30.59,793.15,0.00,135.05,5.00,1.60,0.00,356.44,0.00,-25.00
05/08/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,2179.72,1.00,0.00,1396.77,0.00,NULL,NULL,NULL,NULL,2114.92,4.00,NULL,21.00,16.00,NULL,40.73,40.94,1088.74,4.76,103.80,3.00,2.67,0.00,704.97,0.00,31.25
05/09/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,7129.42,4.00,1373.90,4147.43,114.50,NULL,NULL,NULL,NULL,5999.42,1.00,NULL,29.00,21.00,NULL,36.24,34.47,3839.07,13.79,245.84,9.00,2.67,686.95,452.55,0.00,38.10
05/10/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,14253.80,5.00,9863.23,3688.97,1234.19,NULL,NULL,NULL,NULL,15901.74,2.00,NULL,71.00,21.00,NULL,40.39,40.27,7604.06,7.04,200.76,15.00,2.73,1643.87,754.81,0.00,238.10
05/11/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,6611.27,3.00,1498.96,4496.88,0.00,NULL,NULL,NULL,NULL,6421.28,1.00,NULL,19.00,44.00,NULL,45.92,45.92,2166.34,15.79,347.96,7.00,2.57,374.74,984.46,0.00,-56.82
05/12/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,1951.90,1.00,0.00,1022.45,0.00,NULL,NULL,NULL,NULL,1301.93,5.00,NULL,19.00,17.00,NULL,45.94,45.94,617.90,5.26,102.73,3.00,2.67,0.00,337.98,0.00,11.76
05/13/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,7275.84,4.00,6826.84,2680.45,90.00,NULL,NULL,NULL,NULL,7275.84,0.00,NULL,19.00,20.00,NULL,43.29,41.59,2871.91,21.05,382.94,5.00,4.00,2275.61,224.50,0.00,-5.00
05/14/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,5855.62,1.00,0.00,3376.00,651.00,NULL,NULL,NULL,NULL,4668.24,0.00,NULL,20.00,12.00,NULL,44.49,45.24,2262.93,5.00,292.78,4.00,8.00,0.00,1316.43,0.00,66.67
05/15/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,2951.90,3.00,649.98,2801.91,0.00,NULL,NULL,NULL,NULL,3107.39,0.00,NULL,46.00,20.00,NULL,43.61,43.13,1158.96,6.52,64.17,3.00,2.33,324.99,432.49,0.00,130.00
05/16/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,6245.78,1.00,2509.85,4911.33,1768.99,NULL,NULL,NULL,NULL,6845.76,4.00,NULL,26.00,21.00,NULL,41.79,40.57,3291.88,3.85,240.22,7.00,2.71,501.97,722.65,0.00,23.81
05/17/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,15862.01,6.00,8414.66,8367.01,71.60,NULL,NULL,NULL,NULL,13327.75,2.00,NULL,77.00,13.00,NULL,49.00,45.86,4624.29,7.79,206.00,11.00,2.91,1774.92,784.76,0.00,492.31
05/18/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,7719.15,5.00,5339.34,3632.68,0.00,NULL,NULL,NULL,NULL,7719.15,5.00,NULL,34.00,56.00,NULL,46.66,44.96,2920.90,14.71,227.03,7.00,3.71,1334.84,793.27,0.00,-39.29
05/19/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,10746.84,3.00,5640.85,5697.08,0.00,NULL,NULL,NULL,NULL,7817.12,6.00,NULL,25.00,40.00,NULL,52.38,46.78,5792.64,12.00,429.87,6.00,3.83,1128.17,725.42,0.00,-37.50
05/20/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,3985.53,2.00,6104.63,2657.82,2498.99,NULL,NULL,NULL,NULL,5407.27,1.00,NULL,21.00,30.00,NULL,56.07,51.74,3652.41,9.52,189.79,4.00,3.75,5204.77,67.50,0.00,-30.00
05/21/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,5261.81,3.00,4911.83,-889.30,598.01,NULL,NULL,NULL,NULL,7490.77,0.00,NULL,31.00,15.00,NULL,42.81,44.52,3036.83,9.68,169.74,9.00,2.67,2455.90,525.79,0.00,106.67
05/22/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,10232.23,0.00,5793.42,4471.05,902.58,NULL,NULL,NULL,NULL,10182.24,4.00,NULL,24.00,30.00,NULL,30.70,29.49,7495.99,0.00,426.34,12.00,2.92,875.57,622.35,0.00,-20.00
05/23/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,27448.31,7.00,11669.19,5891.70,2947.51,NULL,NULL,NULL,NULL,28593.33,4.00,NULL,34.00,13.00,NULL,48.02,45.97,11328.55,20.59,807.30,17.00,3.53,1557.28,1344.59,0.00,161.54
05/24/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,25202.28,9.00,15120.04,7754.41,2079.51,NULL,NULL,NULL,NULL,24831.08,1.00,NULL,94.00,28.00,NULL,49.62,48.32,8683.42,9.57,268.11,14.00,5.07,1593.50,1189.66,0.00,235.71
05/25/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,20664.46,6.00,14464.22,9383.11,3305.99,NULL,NULL,NULL,NULL,16176.55,4.00,NULL,51.00,52.00,NULL,47.29,43.25,7729.63,11.76,405.19,12.00,3.50,1247.04,563.66,0.00,-1.92
05/26/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,21332.80,4.00,7828.53,14079.85,7650.01,NULL,NULL,NULL,NULL,24975.64,6.00,NULL,75.00,36.00,NULL,44.40,45.08,9130.75,5.33,284.44,19.00,2.63,711.68,968.57,0.00,108.33
05/27/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,-549.47,1.00,729.97,228.04,0.00,NULL,NULL,NULL,NULL,2086.41,5.00,NULL,23.00,68.00,NULL,91.62,94.27,944.47,4.35,-23.89,3.00,-1.33,182.49,452.15,0.00,-66.18
05/28/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,6884.92,4.00,7089.87,5960.44,609.00,NULL,NULL,NULL,NULL,8476.08,4.00,NULL,23.00,16.00,NULL,49.44,46.74,1973.92,17.39,299.34,6.00,2.00,2363.29,304.50,0.00,43.75
05/29/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,3686.84,1.00,2844.85,3675.86,0.00,NULL,NULL,NULL,NULL,4505.82,2.00,NULL,33.00,11.00,NULL,38.22,37.13,2842.90,3.03,111.72,4.00,4.00,948.28,830.49,0.00,200.00
05/30/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,10645.82,2.00,7043.84,6384.66,2677.96,NULL,NULL,NULL,NULL,9950.82,1.00,NULL,27.00,18.00,NULL,39.13,37.97,7611.65,7.41,394.29,6.00,6.17,2326.28,594.40,0.00,50.00
05/31/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,30802.63,10.00,26563.20,11086.46,4951.11,NULL,NULL,NULL,NULL,27197.26,1.00,NULL,66.00,21.00,NULL,55.93,52.95,7588.80,15.15,466.71,18.00,2.94,2027.76,623.99,0.00,214.29
06/01/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,9731.05,4.00,12976.62,4795.80,-1349.13,NULL,NULL,NULL,NULL,14437.92,5.50,NULL,36.00,49.00,NULL,33.32,29.39,9279.25,11.11,270.31,8.00,4.63,2162.77,292.26,0.00,-26.53
06/02/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,20085.28,3.00,19385.79,12790.82,11317.16,NULL,NULL,NULL,NULL,20085.28,4.00,NULL,33.00,30.00,NULL,55.28,51.04,3643.19,9.09,608.64,6.00,4.83,3230.97,699.49,0.00,10.00
06/03/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,889.00,0.00,0.00,1878.00,0.00,NULL,NULL,NULL,NULL,889.00,0.00,NULL,13.00,19.00,NULL,65.43,65.43,0.95,0.00,68.38,1.00,5.00,0.00,888.99,0.00,-31.58
06/04/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,4495.83,1.00,2489.86,2262.42,299.99,NULL,NULL,NULL,NULL,4495.83,1.00,NULL,12.00,7.00,NULL,48.38,47.43,1222.94,8.33,374.65,5.00,2.20,1444.93,401.50,0.00,71.43
06/05/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,-340.04,1.00,0.00,-440.03,-2199.00,NULL,NULL,NULL,NULL,1858.96,2.00,NULL,15.00,14.00,NULL,168.57,168.57,1120.97,6.67,-22.67,3.00,1.00,0.00,619.65,0.00,7.14
06/06/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,2218.01,1.00,1280.00,2047.02,0.00,NULL,NULL,NULL,NULL,2597.98,1.00,NULL,19.00,19.00,NULL,25.46,25.24,1701.81,5.26,116.74,4.00,1.50,0.00,658.99,0.00,0.00
06/07/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,24304.40,2.00,3779.89,13474.52,2826.99,NULL,NULL,NULL,NULL,24714.40,2.00,NULL,70.00,20.00,NULL,46.82,46.35,10077.94,2.86,347.21,11.00,6.00,755.98,1912.23,0.00,250.00
06/08/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,18377.84,4.00,13143.08,12067.45,3039.28,NULL,NULL,NULL,NULL,18327.85,4.00,NULL,39.00,57.00,NULL,51.65,50.42,5486.23,10.26,471.23,11.00,4.27,2082.35,980.62,0.00,-31.58
06/09/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,7524.22,1.00,2649.30,3882.00,0.00,NULL,NULL,NULL,NULL,8664.08,3.00,NULL,29.00,39.00,NULL,62.41,62.31,1035.45,3.45,259.46,9.00,1.78,529.86,844.14,0.00,-25.64
06/10/2025,4,Outlet,3,Greensboro,51,Greensboro Outlet,NULL,1,W,3328.81,1.00,3328.81,2998.82,1844.99,NULL,NULL,NULL,NULL,3328.81,6.00,NULL,53.00,33.00,NULL,64.40,64.40,116.15,1.89,62.81,1.00,3.00,3328.81,0.00,0.00,60.61
05/28/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,12545.30,3.00,5158.41,4500.30,3776.99,NULL,NULL,NULL,NULL,12545.30,5.00,NULL,14.00,22.00,NULL,62.42,62.42,1681.46,21.43,896.09,7.00,2.43,1640.31,1524.88,0.00,-36.36
05/29/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,4831.95,2.00,3489.87,-1376.95,4247.99,NULL,NULL,NULL,NULL,8426.83,4.00,NULL,13.00,9.00,NULL,56.52,61.71,469.00,15.38,371.69,5.00,1.20,442.48,1664.23,0.00,44.44
05/30/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,8956.95,1.00,3249.94,5693.71,3647.99,NULL,NULL,NULL,NULL,9131.94,2.00,NULL,14.00,13.00,NULL,60.34,58.71,665.90,7.14,639.78,6.00,1.50,812.49,1426.75,0.00,7.69
05/31/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,26417.89,6.00,13036.69,4767.60,4727.06,NULL,NULL,NULL,NULL,27227.85,4.00,NULL,42.00,13.00,NULL,60.91,58.40,3378.34,14.29,629.00,11.00,3.73,1567.09,1836.39,0.00,223.08
06/01/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,3154.91,0.00,0.00,1558.73,400.00,NULL,NULL,NULL,NULL,3254.91,4.00,NULL,19.00,42.00,NULL,56.16,54.18,834.98,0.00,166.05,5.00,1.00,0.00,658.73,0.00,-54.76
06/02/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,16467.69,4.00,13242.76,6730.87,2058.00,NULL,NULL,NULL,NULL,16467.69,2.00,NULL,27.00,16.00,NULL,64.10,59.33,649.99,14.81,609.91,6.00,3.83,2207.13,1612.47,0.00,68.75
06/03/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,7534.42,3.00,7534.42,2211.49,2187.99,NULL,NULL,NULL,NULL,7534.42,2.00,NULL,12.00,15.00,NULL,63.85,62.72,41.01,25.00,627.87,3.00,7.00,7534.42,0.00,0.00,-20.00
06/04/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,9447.48,3.00,6489.21,3092.73,2535.99,NULL,NULL,NULL,NULL,10899.06,1.00,NULL,10.00,13.00,NULL,61.44,63.93,1596.62,30.00,944.75,8.00,3.25,1622.30,881.97,0.00,-23.08
06/05/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,34193.89,1.00,19140.70,9602.40,6589.97,NULL,NULL,NULL,NULL,34892.86,1.00,NULL,15.00,20.00,NULL,61.44,55.28,3132.05,6.67,2279.59,8.00,7.38,2734.39,2250.31,0.00,-25.00
06/06/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,4609.75,0.00,0.00,3529.89,0.00,NULL,NULL,NULL,NULL,4969.72,0.00,NULL,20.00,4.00,NULL,60.44,60.68,339.95,0.00,230.49,4.00,3.25,0.00,1242.43,0.00,400.00
06/07/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,25368.35,2.00,6247.93,7910.99,12697.98,NULL,NULL,NULL,NULL,26168.31,5.00,NULL,38.00,23.00,NULL,54.75,54.60,4698.08,5.26,667.59,12.00,3.25,694.21,2490.05,0.00,65.22
06/08/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,14143.47,2.00,9879.65,8296.07,574.00,NULL,NULL,NULL,NULL,14023.48,3.00,NULL,18.00,26.00,NULL,60.05,58.06,2150.02,11.11,785.75,8.00,4.25,1646.61,690.64,0.00,-30.77
06/09/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,6918.38,1.00,5332.10,2482.79,3820.15,NULL,NULL,NULL,NULL,8150.05,6.00,NULL,13.00,22.00,NULL,59.51,55.46,1044.86,7.69,532.18,4.00,-1.50,5332.10,1408.98,0.00,-40.91
06/10/2025,1,West,2,Tallahassee,11,Valdosta,NULL,1,W,9318.70,1.00,8718.66,3892.72,1207.32,NULL,NULL,NULL,NULL,10218.63,1.00,NULL,27.00,13.00,NULL,52.84,47.64,849.86,3.70,345.14,5.00,4.20,0.00,749.99,0.00,107.69
05/01/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,20591.56,2.00,14395.60,9265.28,11583.31,NULL,NULL,NULL,NULL,22770.54,6.00,NULL,22.00,11.00,NULL,56.44,51.45,4471.96,9.09,935.98,7.00,3.86,4798.53,1515.19,0.00,100.00
05/02/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,9947.36,1.00,5244.86,4824.27,1008.60,NULL,NULL,NULL,NULL,10127.36,2.00,NULL,21.00,15.00,NULL,54.98,55.19,3535.42,4.76,473.68,7.00,2.29,2622.43,940.50,0.00,40.00
05/03/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,23846.73,4.00,10477.57,8660.50,-9.02,NULL,NULL,NULL,NULL,23488.80,4.00,NULL,53.00,17.00,NULL,58.08,55.39,4122.55,7.55,449.94,14.00,3.57,1532.51,1283.82,0.00,211.76
05/04/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,42372.03,5.00,21983.07,25879.81,6967.27,NULL,NULL,NULL,NULL,42646.99,8.50,NULL,31.00,44.00,NULL,57.34,52.67,7187.54,16.13,1366.84,12.00,5.75,3663.85,2295.99,0.00,-29.55
05/05/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,12104.33,0.00,6528.97,7941.69,249.99,NULL,NULL,NULL,NULL,6009.86,12.00,NULL,29.00,18.00,NULL,58.95,56.55,1230.85,0.00,417.39,5.00,3.20,0.00,1001.64,0.00,61.11
05/06/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,11857.69,2.00,10389.72,6312.82,1098.00,NULL,NULL,NULL,NULL,11827.69,4.00,NULL,26.00,17.00,NULL,52.19,55.98,5124.87,7.69,456.07,4.00,8.25,3428.24,366.99,0.00,52.94
05/07/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,8574.97,2.00,6375.01,7905.00,1870.18,NULL,NULL,NULL,NULL,8474.98,2.00,NULL,26.00,14.00,NULL,59.45,58.00,742.74,7.69,329.81,3.00,5.00,3187.51,2199.96,0.00,85.71
05/08/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,19067.72,1.00,10022.96,14281.46,5437.99,NULL,NULL,NULL,NULL,17457.77,3.00,NULL,24.00,17.00,NULL,51.27,46.89,3774.70,4.17,794.49,6.00,5.50,7046.43,1121.64,0.00,41.18
05/09/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,699.96,0.00,0.00,-295.00,380.00,NULL,NULL,NULL,NULL,2699.93,5.00,NULL,16.00,31.00,NULL,105.89,105.89,250.00,0.00,43.75,3.00,-0.67,0.00,899.98,0.00,-48.39
05/10/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,38076.36,5.00,23714.55,16704.19,13730.94,NULL,NULL,NULL,NULL,37676.38,9.00,NULL,39.00,28.00,NULL,58.67,54.99,4072.92,12.82,976.32,12.00,4.67,2908.70,2051.69,0.00,39.29
05/11/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,45805.90,3.00,21731.50,40490.88,17148.37,NULL,NULL,NULL,NULL,43425.93,14.00,NULL,26.00,47.00,NULL,57.90,55.71,6803.96,11.54,1761.77,12.00,7.50,2093.15,2527.15,0.00,-44.68
05/12/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,23616.71,2.00,19171.67,14551.56,6474.98,NULL,NULL,NULL,NULL,19284.71,9.00,NULL,28.00,25.00,NULL,59.05,57.02,3477.92,7.14,843.45,8.00,4.63,4628.93,771.13,0.00,12.00
05/13/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,11942.79,2.00,2069.96,6171.43,899.00,NULL,NULL,NULL,NULL,7717.83,7.00,NULL,24.00,13.00,NULL,59.37,58.93,895.76,8.33,497.62,7.00,2.29,689.99,902.98,0.00,84.62
05/14/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,14156.43,2.00,1429.85,3674.38,0.00,NULL,NULL,NULL,NULL,19261.40,3.00,NULL,23.00,16.00,NULL,56.18,56.22,907.79,8.70,615.50,10.00,4.00,476.62,1893.15,0.00,43.75
05/15/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,7877.59,0.00,3684.41,7107.61,75.00,NULL,NULL,NULL,NULL,13569.19,9.00,NULL,23.00,18.00,NULL,56.85,55.53,1710.50,0.00,342.50,3.00,3.33,4484.65,4599.89,0.00,27.78
05/16/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,27761.11,4.00,26182.83,10594.79,4111.05,NULL,NULL,NULL,NULL,23015.75,5.00,NULL,21.00,8.00,NULL,60.91,55.63,1607.70,19.05,1321.96,9.00,6.11,2840.04,2276.17,0.00,162.50
05/17/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,25160.54,4.00,14217.97,16205.44,8428.18,NULL,NULL,NULL,NULL,23340.63,8.00,NULL,34.00,13.00,NULL,56.78,50.92,2973.90,11.76,740.02,7.00,6.14,2339.67,1860.52,0.00,161.54
05/18/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,16057.46,5.00,15430.48,12301.59,3703.00,NULL,NULL,NULL,NULL,17762.41,11.00,NULL,25.00,40.00,NULL,57.59,51.18,2404.94,20.00,642.30,9.50,4.32,3066.10,799.96,0.00,-37.50
05/19/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,11394.76,2.00,1619.93,4454.10,0.00,NULL,NULL,NULL,NULL,11444.75,2.00,NULL,31.00,19.00,NULL,61.53,60.77,764.99,6.45,367.57,6.00,2.33,1384.96,2891.61,0.00,63.16
05/20/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,8558.82,3.00,7899.86,4243.90,699.00,NULL,NULL,NULL,NULL,9648.82,3.00,NULL,22.00,25.00,NULL,59.75,58.31,829.99,13.64,389.04,4.00,3.00,7899.86,699.00,0.00,-12.00
05/21/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,3174.04,0.00,0.00,5668.10,1874.10,NULL,NULL,NULL,NULL,3174.04,5.00,NULL,15.00,25.00,NULL,58.71,58.71,399.91,0.00,211.60,1.00,8.00,0.00,1587.02,0.00,-40.00
05/22/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,11268.88,1.00,12248.89,8302.58,989.10,NULL,NULL,NULL,NULL,11268.88,6.00,NULL,17.00,25.00,NULL,59.99,56.52,879.86,5.88,662.88,3.00,6.67,3492.97,789.97,0.00,-32.00
05/23/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,23227.03,3.00,17318.74,12726.98,3408.99,NULL,NULL,NULL,NULL,23177.04,4.00,NULL,30.00,15.00,NULL,51.86,48.76,3668.44,10.00,774.23,11.00,3.45,2164.84,976.38,0.00,100.00
05/24/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,49553.78,8.00,29681.56,24446.04,5214.58,NULL,NULL,NULL,NULL,49953.75,7.00,NULL,62.00,30.00,NULL,57.93,56.30,8759.36,12.90,799.25,16.00,5.38,2060.54,2584.02,0.00,106.67
05/25/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,37920.23,8.00,7442.06,23624.62,7090.14,NULL,NULL,NULL,NULL,37720.25,11.00,NULL,21.00,49.00,NULL,58.46,57.68,7483.58,38.10,1805.73,10.00,7.10,1893.14,3524.03,0.00,-57.14
05/26/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,80539.65,6.00,40693.89,29681.14,16374.81,NULL,NULL,NULL,NULL,75557.09,6.00,NULL,55.00,23.00,NULL,56.42,53.43,15580.19,10.91,1464.36,21.00,7.33,2225.50,1854.03,0.00,139.13
05/27/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,11109.86,1.00,1699.97,8895.43,4308.98,NULL,NULL,NULL,NULL,9889.84,22.00,NULL,22.00,45.00,NULL,53.52,69.37,5097.90,4.55,504.99,6.00,3.33,100.00,1819.97,0.00,-51.11
05/28/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,16684.34,0.00,3418.99,7650.16,3369.99,NULL,NULL,NULL,NULL,19650.48,5.00,NULL,32.00,22.00,NULL,56.39,59.79,3244.92,0.00,521.39,12.00,3.08,467.00,1308.59,0.00,45.45
05/29/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,6223.18,0.00,0.00,2479.25,-118.66,NULL,NULL,NULL,NULL,5862.99,2.00,NULL,16.00,15.00,NULL,60.79,60.79,2481.68,0.00,388.95,6.00,3.00,0.00,1034.98,0.00,6.67
05/30/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,38082.04,6.00,32544.16,24334.72,3356.00,NULL,NULL,NULL,NULL,39940.59,8.00,NULL,23.00,19.00,NULL,56.80,52.86,8197.14,26.09,1655.74,11.00,7.00,6825.89,1309.47,0.00,21.05
05/31/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,25472.02,7.00,7052.35,7333.08,11454.01,NULL,NULL,NULL,NULL,30593.37,6.00,NULL,53.00,15.00,NULL,55.79,55.08,6409.07,13.21,480.60,14.00,2.79,1763.09,2265.14,0.00,253.33
06/01/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,40481.05,1.00,12831.78,11936.17,9849.99,NULL,NULL,NULL,NULL,42471.90,10.00,NULL,28.00,53.00,NULL,56.04,55.83,5456.88,3.57,1445.75,14.00,3.79,1450.75,3626.29,0.00,-47.17
06/02/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,17913.28,2.00,5628.86,10974.41,2292.10,NULL,NULL,NULL,NULL,18107.63,7.00,NULL,25.00,18.00,NULL,59.76,59.89,2700.01,8.00,716.53,5.00,6.60,1909.62,6126.90,0.00,38.89
06/03/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,53.13,1.00,820.00,313.13,-8.58,NULL,NULL,NULL,NULL,2369.93,6.00,NULL,15.00,20.00,NULL,169.72,121.33,200.00,6.67,3.54,2.00,1.00,409.99,1549.95,0.00,-25.00
06/04/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,18984.97,2.00,12474.85,6065.37,5310.24,NULL,NULL,NULL,NULL,19643.18,4.00,NULL,23.00,14.00,NULL,58.01,57.60,3352.79,8.70,825.43,9.00,3.56,1782.12,980.98,0.00,64.29
06/05/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,6969.74,1.00,3858.94,6449.77,625.60,NULL,NULL,NULL,NULL,10149.04,5.00,NULL,13.00,14.00,NULL,43.67,47.03,2538.45,7.69,536.13,3.00,10.33,1252.98,779.99,0.00,-7.14
06/06/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,-402.43,4.00,6299.87,-482.42,0.00,NULL,NULL,NULL,NULL,6356.52,5.00,NULL,17.00,15.00,NULL,152.41,183.66,749.91,23.53,-23.67,3.00,5.00,6299.87,56.65,0.00,13.33
06/07/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,43497.57,3.00,14531.09,13939.52,8390.72,NULL,NULL,NULL,NULL,43497.57,8.00,NULL,46.00,29.00,NULL,60.54,59.12,5357.50,6.52,945.60,16.00,4.75,1312.59,2312.21,0.00,58.62
06/08/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,20229.95,3.00,13154.01,16427.20,1448.00,NULL,NULL,NULL,NULL,21160.41,10.00,NULL,23.00,43.00,NULL,55.78,53.61,4266.69,13.04,879.56,7.00,5.86,3532.25,2343.81,0.00,-46.51
06/09/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,21023.67,3.00,9567.88,6888.39,2498.00,NULL,NULL,NULL,NULL,18777.46,3.00,NULL,28.00,17.00,NULL,55.66,53.29,2340.92,10.71,750.85,12.00,1.83,671.33,1064.05,0.00,64.71
06/10/2025,1,West,2,Tallahassee,12,Opelika,NULL,1,W,19557.45,0.00,1149.97,17890.54,4957.97,NULL,NULL,NULL,NULL,24976.63,2.00,NULL,29.00,19.00,NULL,51.96,53.85,3260.86,0.00,674.39,7.00,4.57,3274.95,3087.79,0.00,52.63
