From_Date, region_id, region_name, Company_Id, Company_Name, profitcenter_id, Profitcenter_Name, usr_Id, Level, STATUS, Total Sales, Credit App#, Sales$-Fin, Avg Ticket Sale, BEDDING SALES, Protection SALES, DELIVERY SALES, Drop Ship Ticket, UPS, Postive Sales, Actual_PrevYear, LastYearSales, Traffic Count, Traffic Count PrevYear, Sales YOY, Gross Margin, Effective Margin, $ Discount, Apps to Traffic, SPG, Sales Count, Avg Item Count, Finance Avg Ticket, Non Fin Avg Ticket, UPS Closing Rate, Traffic YOY
06/08/2025,1,West,1,Mobile,5,Crestview,NULL,1,W,7511.32,1.00,2699.89,4869.42,569.05,NULL,NULL,NULL,NULL,6506.42,6.00,NULL,17.00,20.00,NULL,56.52,55.43,1217.38,5.88,441.84,3.00,5.33,1349.95,1268.84,0.00,-15.00
06/09/2025,1,West,1,Mobile,5,Crestview,NULL,1,W,8406.67,1.00,7297.86,5209.37,0.00,NULL,NULL,NULL,NULL,10841.52,1.00,NULL,12.00,19.00,NULL,59.35,50.83,1338.18,8.33,700.56,5.00,5.00,2432.62,1714.96,0.00,-36.84
06/10/2025,1,West,1,Mobile,5,Crestview,NULL,1,W,2439.88,1.00,919.97,1014.95,0.00,NULL,NULL,NULL,NULL,2439.89,2.00,NULL,10.00,18.00,NULL,74.24,85.16,49.96,10.00,243.99,2.00,2.00,469.97,1499.95,0.00,-44.44
05/01/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,18088.82,1.00,7148.95,12689.38,3455.00,NULL,NULL,NULL,NULL,22087.82,2.00,NULL,9.00,20.00,NULL,62.98,66.90,4164.09,11.11,2009.87,5.00,5.80,4274.47,6769.44,0.00,-55.00
05/02/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,11136.68,1.00,5179.87,5218.36,0.00,NULL,NULL,NULL,NULL,10501.94,0.00,NULL,20.00,10.00,NULL,55.36,51.00,1612.96,5.00,556.83,4.00,4.75,1515.04,1985.60,0.00,100.00
05/03/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,16706.59,3.00,11786.77,7767.88,998.00,NULL,NULL,NULL,NULL,15393.64,3.00,NULL,26.00,14.00,NULL,59.65,56.70,1921.98,11.54,642.56,7.00,4.14,2061.36,1254.96,0.00,85.71
05/04/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,13823.83,2.00,9356.85,7086.10,919.98,NULL,NULL,NULL,NULL,13823.83,5.00,NULL,20.00,25.00,NULL,60.09,57.40,1814.84,10.00,691.19,7.00,3.57,1461.38,1629.23,0.00,-20.00
05/05/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,13174.60,0.00,799.97,6239.81,1699.98,NULL,NULL,NULL,NULL,13174.60,7.00,NULL,13.00,19.00,NULL,60.73,60.73,1133.16,0.00,1013.43,3.00,9.33,799.97,6179.82,0.00,-31.58
05/06/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,5453.16,0.00,4768.99,1641.17,0.00,NULL,NULL,NULL,NULL,6067.96,3.00,NULL,14.00,17.00,NULL,42.96,45.84,2601.85,0.00,389.51,4.00,4.25,4768.99,649.49,0.00,-17.65
05/07/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,2941.29,4.00,8314.58,2511.31,0.00,NULL,NULL,NULL,NULL,4206.30,6.00,NULL,14.00,12.00,NULL,60.77,57.77,253.58,28.57,210.09,2.00,4.00,2078.65,24.50,0.00,16.67
05/08/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,8860.91,1.00,0.02,8140.95,4097.00,NULL,NULL,NULL,NULL,8735.81,1.00,NULL,12.00,17.00,NULL,62.90,64.39,801.96,8.33,738.41,4.00,4.00,0.00,2183.95,0.00,-29.41
05/09/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,5861.73,0.00,0.00,2860.50,648.01,NULL,NULL,NULL,NULL,11760.74,2.00,NULL,9.00,14.00,NULL,46.84,49.91,2736.05,0.00,651.30,5.00,3.80,0.00,2352.15,0.00,-35.71
05/10/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,15444.52,2.00,6774.80,6914.82,0.00,NULL,NULL,NULL,NULL,15144.54,3.00,NULL,34.00,17.00,NULL,64.29,63.01,1614.92,5.88,454.25,10.00,3.30,967.83,1195.68,0.00,100.00
05/11/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,13854.85,3.00,13679.15,7829.80,1618.99,NULL,NULL,NULL,NULL,13819.14,10.00,NULL,23.00,34.00,NULL,58.79,56.12,1033.73,13.04,602.38,7.00,4.29,4303.06,303.32,0.00,-32.35
05/12/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,8450.45,2.00,6690.45,7820.46,3830.54,NULL,NULL,NULL,NULL,8590.42,3.00,NULL,14.00,12.00,NULL,62.15,59.82,591.67,14.29,603.60,3.00,3.67,2230.15,1899.97,0.00,16.67
05/13/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,15794.10,1.00,3774.90,4142.01,0.00,NULL,NULL,NULL,NULL,15794.10,2.00,NULL,16.00,9.00,NULL,61.37,61.03,1951.49,6.25,987.13,7.00,4.14,754.98,2403.84,0.00,77.78
05/14/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,2559.93,1.00,699.99,2379.94,0.00,NULL,NULL,NULL,NULL,2559.93,6.00,NULL,16.00,19.00,NULL,58.61,58.61,90.00,6.25,160.00,2.00,2.50,699.99,1799.95,0.00,-15.79
05/15/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,6791.80,0.00,1398.99,2033.92,1299.00,NULL,NULL,NULL,NULL,8279.63,2.00,NULL,9.00,18.00,NULL,55.30,54.68,2100.89,0.00,754.64,5.00,3.80,703.42,1718.20,0.00,-50.00
05/16/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,7608.86,1.00,0.00,1714.73,0.00,NULL,NULL,NULL,NULL,5758.90,0.00,NULL,18.00,7.00,NULL,62.11,62.11,410.95,5.56,422.71,4.00,3.50,0.00,1151.78,0.00,157.14
05/17/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,19370.57,5.00,12615.74,7781.71,0.00,NULL,NULL,NULL,NULL,21120.50,4.00,NULL,29.00,10.00,NULL,55.87,53.96,4177.67,17.24,667.95,12.00,3.17,1802.25,1417.46,0.00,190.00
05/18/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,12559.20,5.00,17471.64,9459.30,0.00,NULL,NULL,NULL,NULL,7914.29,5.00,NULL,21.00,30.00,NULL,59.48,56.51,1950.50,23.81,598.06,4.00,5.50,3790.91,144.15,0.00,-30.00
05/19/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,10497.74,3.00,8798.78,6448.35,1548.00,NULL,NULL,NULL,NULL,6408.83,4.00,NULL,8.00,23.00,NULL,64.03,56.83,459.95,37.50,1312.22,4.00,4.25,941.97,566.32,0.00,-65.22
05/20/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,22305.24,2.00,18057.50,5067.22,-12.15,NULL,NULL,NULL,NULL,27162.31,9.00,NULL,17.00,16.00,NULL,61.99,61.12,1651.34,11.76,1312.07,8.00,5.50,1361.28,3512.43,0.00,6.25
05/21/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,4448.78,0.00,0.00,-175.37,1398.99,NULL,NULL,NULL,NULL,6408.78,4.50,NULL,17.00,22.00,NULL,53.28,53.28,1341.97,0.00,261.69,7.00,2.14,0.00,807.35,0.00,-22.73
05/22/2025,1,West,1,Mobile,6,"Ft Walton Beach ",NULL,1,W,6866.73,2.00,7236.74,1862.25,0.00,NULL,NULL,NULL,NULL,8293.73,1.60,NULL,7.00,12.00,NULL,57.01,56.70,2168.97,28.57,980.96,4.00,4.50,7236.74,25.00,0.00,-41.67
05/15/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,21309.64,1.00,5848.75,8444.12,4565.49,NULL,NULL,NULL,NULL,21389.74,0.00,NULL,23.00,18.00,NULL,60.61,59.90,1880.60,4.35,926.51,8.00,4.38,821.46,4140.24,0.00,27.78
05/16/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,1494.83,1.00,1079.83,1444.84,0.00,NULL,NULL,NULL,NULL,1029.84,1.14,NULL,20.00,25.00,NULL,34.89,33.59,795.10,5.00,74.74,1.00,3.00,1079.83,0.00,0.00,-20.00
05/17/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,35845.71,4.00,28030.91,19377.71,12513.04,NULL,NULL,NULL,NULL,33544.01,5.00,NULL,27.00,11.00,NULL,61.26,56.12,5388.26,14.81,1327.62,10.00,6.20,2695.98,2218.97,0.00,145.45
05/18/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,14496.27,5.00,12189.83,7239.74,-748.99,NULL,NULL,NULL,NULL,17250.17,7.00,NULL,14.00,41.00,NULL,60.74,59.30,1739.50,35.71,1035.45,6.00,2.33,2563.96,2215.18,0.00,-65.85
05/19/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,11436.05,1.00,7002.64,7478.65,1357.98,NULL,NULL,NULL,NULL,11082.55,4.00,NULL,15.00,14.00,NULL,56.43,52.63,1311.49,6.67,762.40,3.00,7.67,2334.21,4079.91,0.00,7.14
05/20/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,8535.73,4.00,9065.73,5332.55,0.00,NULL,NULL,NULL,NULL,9635.67,2.00,NULL,19.00,10.00,NULL,63.02,60.80,883.99,21.05,449.25,5.00,2.60,2266.43,284.97,0.00,90.00
05/21/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,5989.67,2.00,0.00,3954.76,0.00,NULL,NULL,NULL,NULL,5989.67,1.00,NULL,23.00,8.00,NULL,60.67,60.67,960.17,8.70,260.42,4.00,2.75,0.00,1497.42,0.00,187.50
05/22/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,10292.93,5.00,5765.69,4266.28,499.00,NULL,NULL,NULL,NULL,9767.93,2.00,NULL,15.00,26.00,NULL,54.11,52.95,2799.55,33.33,686.20,8.00,3.38,1316.41,1123.13,0.00,-42.31
05/23/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,6054.89,3.00,5829.84,2877.45,0.00,NULL,NULL,NULL,NULL,4927.42,5.00,NULL,18.00,19.00,NULL,51.69,50.77,1664.78,16.67,336.38,2.00,7.00,1457.46,3469.96,0.00,-5.26
05/24/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,35077.56,6.00,22746.13,13815.54,3093.93,NULL,NULL,NULL,NULL,36535.00,1.00,NULL,45.00,16.00,NULL,58.80,53.97,6334.94,13.33,779.50,14.00,3.86,1902.59,1360.72,0.00,181.25
05/25/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,18117.03,2.00,5994.85,8962.30,170.00,NULL,NULL,NULL,NULL,18117.03,6.00,NULL,15.00,50.00,NULL,57.74,57.06,3442.57,13.33,1207.80,6.00,4.83,999.14,3030.55,0.00,-70.00
05/26/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,42791.25,9.00,32109.40,12611.45,10260.68,NULL,NULL,NULL,NULL,41941.26,6.00,NULL,31.00,20.00,NULL,57.18,54.84,8587.80,29.03,1380.36,15.00,4.33,2387.06,1533.86,0.00,55.00
05/27/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,3089.98,1.00,4009.95,2859.98,0.00,NULL,NULL,NULL,NULL,4009.95,9.00,NULL,16.00,37.00,NULL,61.77,59.43,-140.06,6.25,193.12,1.00,2.00,4009.95,0.00,0.00,-56.76
05/28/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,21231.09,7.00,19860.49,10414.62,9579.85,NULL,NULL,NULL,NULL,19354.45,1.00,NULL,26.00,11.00,NULL,52.15,47.79,6988.50,26.92,816.58,8.00,2.88,2696.35,239.99,0.00,136.36
05/29/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,6235.73,1.00,5058.01,2511.24,3460.19,NULL,NULL,NULL,NULL,5657.00,0.00,NULL,13.00,19.00,NULL,57.80,55.91,1240.04,7.69,479.67,5.00,2.80,1686.00,598.99,0.00,-31.58
05/30/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,7658.16,4.00,9184.81,1390.65,-2950.13,NULL,NULL,NULL,NULL,12599.72,3.00,NULL,15.00,24.00,NULL,68.54,64.85,-395.08,26.67,510.54,5.00,1.80,2082.46,2134.95,0.00,-37.50
05/31/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,19214.27,8.00,17624.32,6637.94,3167.07,NULL,NULL,NULL,NULL,19124.27,4.00,NULL,37.00,14.00,NULL,60.71,56.38,3062.12,21.62,519.30,8.00,5.75,3538.86,714.98,0.00,164.29
06/01/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,19840.31,4.00,11746.94,12808.42,2177.68,NULL,NULL,NULL,NULL,19840.31,2.00,NULL,20.00,26.00,NULL,59.55,54.93,3376.21,20.00,992.02,4.00,8.75,2936.74,4046.69,0.00,-23.08
06/02/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,3094.53,2.00,169.76,1482.16,829.97,NULL,NULL,NULL,NULL,3849.55,5.00,NULL,16.00,12.00,NULL,57.80,59.55,1048.25,12.50,193.41,3.00,4.67,169.76,1889.89,0.00,33.33
06/03/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,13512.77,1.00,0.00,12743.79,2749.00,NULL,NULL,NULL,NULL,13512.77,2.00,NULL,24.00,17.00,NULL,61.01,61.01,1765.98,4.17,563.03,2.00,11.50,0.00,6756.39,0.00,41.18
06/04/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,1013.84,0.00,5599.90,-161.13,249.99,NULL,NULL,NULL,NULL,5039.87,2.50,NULL,16.00,15.00,NULL,65.93,74.73,549.99,0.00,63.37,4.00,0.00,1399.98,746.64,0.00,6.67
06/05/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,7648.77,1.00,6089.71,6301.02,313.50,NULL,NULL,NULL,NULL,7407.76,0.00,NULL,14.00,26.00,NULL,56.44,51.22,444.30,7.14,546.34,4.00,4.50,6019.71,694.03,0.00,-46.15
06/06/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,11148.70,3.00,4668.87,8595.46,-313.50,NULL,NULL,NULL,NULL,12198.68,2.00,NULL,27.00,13.00,NULL,63.52,62.47,1824.45,11.11,412.91,6.00,3.33,933.77,2309.94,0.00,107.69
06/07/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,24458.47,4.00,18239.59,16654.15,998.98,NULL,NULL,NULL,NULL,24538.47,1.50,NULL,27.00,34.00,NULL,60.48,57.82,3929.97,14.81,905.87,7.00,6.86,4559.90,1259.78,0.00,-20.59
06/08/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,2439.92,1.00,2439.92,2189.93,0.00,NULL,NULL,NULL,NULL,2439.92,2.00,NULL,14.00,10.00,NULL,59.53,56.42,500.00,7.14,174.28,1.00,6.00,2439.92,0.00,0.00,40.00
06/09/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,1649.40,2.00,3229.84,624.71,594.49,NULL,NULL,NULL,NULL,2014.42,2.00,NULL,20.00,24.00,NULL,54.42,50.53,788.49,10.00,82.47,3.00,3.00,2259.89,79.83,0.00,-16.67
06/10/2025,1,West,2,Tallahassee,8,Dothan,NULL,1,W,5941.97,1.00,2869.94,4404.19,199.99,NULL,NULL,NULL,NULL,6426.95,1.00,NULL,18.00,9.00,NULL,52.81,51.82,3347.80,5.56,330.11,4.00,4.00,633.32,1010.50,0.00,100.00
05/01/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,2499.90,0.00,0.00,1149.96,0.00,NULL,NULL,NULL,NULL,2499.90,1.00,NULL,9.00,3.00,NULL,60.98,60.98,99.99,0.00,277.77,2.00,2.00,0.00,1249.95,0.00,200.00
05/02/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,16343.71,1.00,14774.85,8319.77,2707.56,NULL,NULL,NULL,NULL,16343.71,1.00,NULL,14.00,4.00,NULL,61.40,60.28,1719.96,7.14,1167.41,5.00,7.60,1432.64,4015.26,0.00,250.00
05/03/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,3563.88,2.00,0.00,3143.90,225.00,NULL,NULL,NULL,NULL,3144.88,2.00,NULL,21.00,7.00,NULL,62.88,62.88,280.97,9.52,169.71,3.00,3.00,0.00,1048.29,0.00,200.00
05/04/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,8153.79,2.00,6353.83,4619.40,1499.00,NULL,NULL,NULL,NULL,8153.79,3.00,NULL,12.00,15.00,NULL,70.87,67.97,135.00,16.67,679.48,5.00,1.80,2117.94,1799.96,0.00,-20.00
05/05/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,10686.34,0.00,7632.36,3781.49,854.05,NULL,NULL,NULL,NULL,9682.30,1.00,NULL,15.00,6.00,NULL,63.35,58.47,552.45,0.00,712.42,3.00,4.33,3816.18,1024.97,0.00,150.00
05/06/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1674.96,0.00,1649.97,1524.97,0.00,NULL,NULL,NULL,NULL,1524.97,2.00,NULL,10.00,4.00,NULL,58.16,58.16,174.99,0.00,167.50,1.00,3.00,0.00,24.99,0.00,150.00
05/07/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,2928.85,1.00,1897.96,1831.39,-854.05,NULL,NULL,NULL,NULL,4501.88,1.00,NULL,12.00,6.00,NULL,75.05,73.46,1077.92,8.33,244.07,3.00,2.00,1013.96,2054.96,0.00,100.00
05/08/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1019.97,2.00,199.99,449.99,0.00,NULL,NULL,NULL,NULL,1019.97,0.00,NULL,11.00,4.00,NULL,53.73,53.37,200.00,18.18,92.72,2.00,1.00,0.00,819.98,0.00,175.00
05/09/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1588.29,0.00,119.99,1468.30,119.99,NULL,NULL,NULL,NULL,939.97,2.00,NULL,19.00,7.00,NULL,40.12,42.10,351.66,0.00,83.59,2.00,1.00,0.00,819.98,0.00,171.43
05/10/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,9027.83,2.00,8378.83,2024.47,3177.99,NULL,NULL,NULL,NULL,9627.83,2.00,NULL,20.00,12.00,NULL,64.44,63.43,-379.99,10.00,451.39,4.00,3.25,4189.42,1249.00,0.00,66.67
05/11/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,11064.69,2.00,11000.69,10264.72,979.00,NULL,NULL,NULL,NULL,10875.72,1.00,NULL,4.00,5.00,NULL,61.02,53.53,1461.80,50.00,2766.17,3.00,8.67,3603.91,64.00,0.00,-20.00
05/12/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,4746.17,0.00,0.00,1253.43,-1204.89,NULL,NULL,NULL,NULL,8135.45,3.00,NULL,10.00,7.00,NULL,56.20,56.20,303.72,0.00,474.62,2.00,6.00,0.00,2483.03,0.00,42.86
05/13/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,2127.52,0.00,0.00,1627.53,0.00,NULL,NULL,NULL,NULL,6829.96,2.00,NULL,9.00,7.00,NULL,76.81,116.00,649.98,0.00,236.39,1.00,-4.00,0.00,6829.96,0.00,28.57
05/14/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,14361.82,1.00,6588.94,9454.40,3298.99,NULL,NULL,NULL,NULL,12191.85,0.00,NULL,11.00,8.00,NULL,61.67,60.62,2659.77,9.09,1305.62,3.00,8.67,1472.99,2590.96,0.00,37.50
05/15/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,2669.87,0.00,1479.90,1169.95,0.00,NULL,NULL,NULL,NULL,2969.86,1.00,NULL,16.00,8.00,NULL,61.90,61.90,100.06,0.00,166.87,2.00,2.00,1479.90,1189.97,0.00,100.00
05/16/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,930.95,1.00,930.95,810.96,979.00,NULL,NULL,NULL,NULL,869.94,2.00,NULL,7.00,6.00,NULL,32.26,36.05,547.94,14.29,132.99,1.00,4.00,869.94,0.00,0.00,16.67
05/17/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,19664.95,3.00,10499.88,4523.75,1108.00,NULL,NULL,NULL,NULL,19614.96,2.00,NULL,21.00,9.00,NULL,56.76,55.14,3642.46,14.29,936.43,8.00,4.50,2624.97,1833.01,0.00,133.33
05/18/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1319.94,2.00,1009.97,1169.95,0.00,NULL,NULL,NULL,NULL,1319.94,0.00,NULL,12.00,15.00,NULL,61.27,58.98,79.98,16.67,110.00,2.00,2.50,1009.97,154.99,0.00,-20.00
05/19/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,3822.47,2.00,3822.47,3822.47,3822.47,NULL,NULL,NULL,NULL,3822.47,0.50,NULL,6.00,6.00,NULL,30.16,19.06,3229.51,33.33,637.08,1.00,5.00,3822.47,0.00,0.00,0.00
05/20/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,12579.89,3.00,10385.92,3968.14,1213.04,NULL,NULL,NULL,NULL,12679.89,2.00,NULL,17.00,6.00,NULL,55.77,53.29,2467.57,17.65,739.99,5.00,6.00,5192.96,764.66,0.00,183.33
05/21/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,3302.31,1.00,1859.90,2091.14,0.00,NULL,NULL,NULL,NULL,1912.37,0.00,NULL,14.00,12.00,NULL,62.28,62.28,527.47,7.14,235.88,4.00,2.00,464.98,206.48,0.00,16.67
05/22/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,8274.81,3.00,8274.81,5294.91,0.00,NULL,NULL,NULL,NULL,8274.81,0.00,NULL,12.00,3.00,NULL,59.60,54.91,565.00,25.00,689.57,3.00,5.00,8274.81,0.00,0.00,300.00
05/23/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,7455.64,0.00,0.00,6855.65,-433.72,NULL,NULL,NULL,NULL,7889.36,1.00,NULL,15.00,8.00,NULL,56.81,57.75,0.00,0.00,497.04,1.00,26.00,0.00,7889.36,0.00,87.50
05/24/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,10405.17,1.00,3010.99,4096.79,0.00,NULL,NULL,NULL,NULL,13114.15,2.00,NULL,21.00,16.00,NULL,56.54,56.79,3561.75,4.76,495.48,7.00,4.14,1270.24,1596.64,0.00,31.25
05/25/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,6818.93,0.00,0.00,6318.94,0.00,NULL,NULL,NULL,NULL,6229.91,2.00,NULL,10.00,13.00,NULL,67.20,67.20,1020.00,0.00,681.89,1.00,7.00,0.00,6229.91,0.00,-23.08
05/26/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,30517.41,6.00,24938.54,6944.38,3020.99,NULL,NULL,NULL,NULL,31767.41,3.00,NULL,27.00,10.00,NULL,53.44,48.59,5918.77,22.22,1130.27,12.00,4.25,2813.17,1662.21,0.00,170.00
05/27/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1389.97,0.00,380.00,1239.98,380.00,NULL,NULL,NULL,NULL,1009.97,5.00,NULL,11.00,15.00,NULL,66.00,65.15,80.00,0.00,126.36,1.00,2.00,0.00,1009.97,0.00,-26.67
05/28/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,99.98,1.00,884.97,-352.02,-1299.00,NULL,NULL,NULL,NULL,1438.96,0.00,NULL,13.00,11.00,NULL,-431.36,-354.07,940.91,7.69,7.69,2.00,3.00,884.97,277.00,0.00,18.18
05/29/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,1353.88,2.00,584.89,906.94,0.00,NULL,NULL,NULL,NULL,1353.88,0.00,NULL,7.00,4.00,NULL,45.65,44.36,296.00,28.57,193.41,3.00,2.67,584.89,384.50,0.00,75.00
05/30/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,6613.90,1.00,6763.90,6113.91,2418.98,NULL,NULL,NULL,NULL,6963.89,1.00,NULL,14.00,13.00,NULL,63.74,59.49,585.00,7.14,472.42,2.00,5.50,6763.90,199.99,0.00,7.69
05/31/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,12657.83,6.00,11848.80,4035.80,1449.00,NULL,NULL,NULL,NULL,13267.79,1.00,NULL,19.00,10.00,NULL,60.31,52.10,2170.94,31.58,666.20,5.00,3.40,3739.60,1024.49,0.00,90.00
06/01/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,3237.83,0.00,0.00,2907.84,0.00,NULL,NULL,NULL,NULL,3237.83,2.00,NULL,9.00,12.00,NULL,58.85,58.85,302.04,0.00,359.76,1.00,7.00,0.00,3237.83,0.00,-25.00
06/02/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,4828.89,3.00,3269.93,1998.97,0.00,NULL,NULL,NULL,NULL,4828.89,3.00,NULL,12.00,7.00,NULL,47.32,45.20,1270.92,25.00,402.41,4.00,1.75,1634.97,779.48,0.00,71.43
06/03/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,788.89,0.00,0.00,79.45,0.00,NULL,NULL,NULL,NULL,1418.88,3.00,NULL,14.00,10.00,NULL,-11.29,20.06,1539.08,0.00,56.35,2.00,2.50,0.00,709.44,0.00,40.00
06/04/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,10508.31,1.00,3988.06,2337.09,3971.09,NULL,NULL,NULL,NULL,10508.31,1.00,NULL,19.00,8.00,NULL,58.84,57.02,476.40,5.26,553.07,4.00,5.00,0.00,1630.06,0.00,137.50
06/05/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,9907.98,3.00,4744.88,2369.50,0.00,NULL,NULL,NULL,NULL,9807.99,0.00,NULL,11.00,9.00,NULL,47.42,43.67,2763.60,27.27,900.73,4.00,7.75,1581.63,1721.03,0.00,22.22
06/06/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,2049.93,1.00,1899.93,1869.94,0.00,NULL,NULL,NULL,NULL,1899.93,1.00,NULL,10.00,6.00,NULL,60.22,56.85,161.49,10.00,204.99,1.00,3.00,1899.93,0.00,0.00,66.67
06/07/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,9991.49,1.00,4218.97,7268.83,3299.00,NULL,NULL,NULL,NULL,9991.49,2.00,NULL,23.00,13.00,NULL,56.82,55.91,2017.19,4.35,434.41,5.00,3.40,2109.47,1443.14,0.00,76.92
06/08/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,0.00,3.00,NULL,5.00,13.00,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-61.54
06/09/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,17391.71,0.00,0.00,5530.58,14603.90,NULL,NULL,NULL,NULL,17291.72,3.00,NULL,12.00,5.00,NULL,58.54,52.45,1175.37,0.00,1449.31,3.00,4.67,15862.88,764.42,0.00,140.00
06/10/2025,1,West,2,Tallahassee,9,Enterprise,NULL,1,W,4403.84,1.00,0.00,1904.61,361.00,NULL,NULL,NULL,NULL,4353.85,1.00,NULL,12.00,2.00,NULL,63.81,63.81,545.97,8.33,366.99,4.00,2.00,0.00,733.97,0.00,500.00
